sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
3382912,128,8.0,3,28,70,126,19,76,180,297,190,,0,0.79,0.66,0,,,,,,
3504039,0,2.0,0,10,10,10,0,0,0,0,0,,0,0.98,0.99,0,,,,,,
3365997,2,8.0,0,0,0,0,0,0,0,0,1,,0,0.37,0.34,0,,,,,,
3526884,6,9.0,0,0,0,0,0,0,0,0,0,,0,0.85,0.82,0,,,,,,
3477728,75,8.0,6,0,24,48,7,26,56,95,25,,0,0.99,0.99,0,,,,,,
3398095,61,2.0,0,0,0,0,0,7,12,20,0,,0,1.0,0.99,0,,,,,,
3330850,66,8.0,0,0,138,138,0,0,0,0,0,,0,1.0,0.98,0,,,,,,
3503598,3,8.0,0,0,0,0,0,0,0,0,0,,0,0.98,0.98,0,,,,,,
3432142,8,8.0,0,0,0,0,0,0,0,0,0,,0,0.94,0.95,0,,,,,,
3346352,19,11.0,2,11,31,51,4,16,36,57,4,,0,0.85,0.8,0,,,,,,
3465486,51,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3318484,8,8.0,0,0,0,0,0,0,0,0,0,,0,0.94,0.8,0,,,,,,
3389497,29,4.0,3,7,7,7,0,4,6,7,0,,0,0.73,0.78,0,,,,,,
3414149,20,9.0,0,0,0,0,0,0,0,0,0,,0,0.85,0.82,0,,,,,,
3499595,456,8.0,28,1908,2514,4098,0,0,0,0,0,,0,0.93,0.89,0,,,,,,
3497633,0,8.0,0,0,0,0,0,0,9,9,1,,0,0.35,0.36,0,,,,,,
3348626,2630,8.0,0,0,0,0,9,26,46,69,13,,0,0.64,0.5,0,,,,,,
3306213,1,8.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.98,0,,,,,,
3432568,35,8.0,0,0,0,0,0,0,0,0,0,,0,0.94,0.8,0,,,,,,
3421795,112,12.0,4,0,0,0,13,23,30,38,18,,0,0.77,0.73,0,,,,,,
3346642,86,8.0,0,0,0,0,0,4,4,4,1,,0,0.95,0.97,0,,,,,,
3338973,94,4.0,0,0,0,0,6,20,53,75,0,,0,0.73,0.78,0,,,,,,
3301051,87,4.0,0,0,0,0,16,38,69,153,1,,0,0.73,0.78,0,,,,,,
3483243,12,9.0,0,0,0,0,0,0,0,1,0,,0,0.85,0.82,0,,,,,,
3460633,0,16.0,0,0,0,0,0,0,0,0,1,,0,0.31,0.4,0,,,,,,
3401651,38,2.0,0,0,0,0,0,0,0,0,0,,0,0.0,0.04,0,,,,,,
3421600,225,2.0,23,396,693,1023,78,311,598,910,109,,0,0.99,0.99,0,,,,,,
3308831,6210,8.0,0,6000,6000,6000,2,8,24,42,6,,0,0.66,0.73,0,,,,,,
3523104,155,8.0,3,109,259,379,24,101,224,415,29,,0,0.9,0.9,0,,,,,,
3411523,177,52.0,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3316216,572,2.0,0,0,0,0,36,95,151,251,12,,0,0.98,0.91,0,,,,,,
3293790,0,2.0,0,0,0,0,3844,13055,23710,33539,0,,0,-99.0,-99.0,0,,,,,,
3391717,3,8.0,0,0,0,0,0,0,0,0,2,,0,0.94,0.83,0,,,,,,
3319624,53,2.0,8,64,116,156,19,65,108,162,21,,0,0.97,0.97,0,,,,,,
3299785,93,2.0,80,120,120,120,6,16,38,49,0,,0,0.85,0.72,0,,,,,,
3451746,9,9.0,0,3,11,20,1,8,12,21,0,,0,0.7,0.66,0,,,,,,
3373060,2720,13.0,930,4000,8000,10000,1275,4204,7772,11335,1182,,0,0.95,0.97,0,,,,,,
3419487,94,8.0,0,74,154,214,26,80,171,262,46,,0,0.9,0.94,0,,,,,,
3418077,2,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3407900,7,8.0,0,0,0,0,0,0,1,8,1,,0,0.61,0.72,0,,,,,,
3317456,2580,12.0,1546,11520,24000,35520,2487,9179,18734,28643,1904,,0,0.73,0.66,0,,,,,,
3498370,7,8.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.98,0,,,,,,
3347851,12,8.0,0,1,1,1,0,0,0,0,0,,0,0.83,0.86,0,,,,,,
3289846,283,8.0,0,300,300,300,0,0,0,0,0,,0,0.99,0.99,0,,,,,,
3452463,489,,0,0,0,0,0,0,1,2,1,,0,-99.0,-99.0,0,,,,,,
3410543,788,,0,0,0,0,3,9,20,30,7,,0,-99.0,-99.0,0,,,,,,
3388088,109,8.0,0,0,0,0,5,12,26,33,7,,0,0.98,0.96,0,,,,,,
3486131,20,4.0,100,0,0,0,4,38,53,77,0,,0,0.73,0.78,0,,,,,,
3430281,261,8.0,73,242,532,822,79,282,638,995,100,,0,0.95,0.95,0,,,,,,
3438683,1,9.0,0,0,0,0,0,0,0,0,1,,0,0.7,0.66,0,,,,,,
3298027,1,9.0,0,0,0,0,0,0,0,0,1,,0,0.7,0.66,0,,,,,,
3517362,4,12.0,0,0,0,0,1,2,2,2,0,,0,0.73,0.79,0,,,,,,
3436021,4,3.0,0,12,12,12,0,0,0,0,0,,0,0.93,0.89,0,,,,,,
3389908,13,8.0,0,0,0,0,0,1,2,3,1,,0,0.67,0.42,0,,,,,,
3437777,2,8.0,15,15,30,60,6,41,69,89,4,,0,0.89,0.92,0,,,,,,
3332416,1,9.0,0,0,0,0,0,0,0,0,0,,0,0.94,0.83,0,,,,,,
3342561,20,2.0,0,28,28,56,0,3,11,13,2,,0,0.97,0.95,0,,,,,,
3297107,214,8.0,0,216,288,360,6,7,7,7,102,,0,0.99,0.99,0,,,,,,
3332408,0,2.0,0,115,115,115,0,0,0,0,2,,0,0.53,0.38,0,,,,,,
3391551,2,12.0,0,0,0,0,0,0,0,0,0,,0,0.57,0.68,0,,,,,,
3505514,10,8.0,0,0,0,0,0,0,0,0,0,,0,0.65,0.72,0,,,,,,
3321915,12,12.0,0,0,0,0,0,0,0,0,1,,0,0.48,0.48,0,,,,,,
3310792,7,8.0,0,0,0,0,0,0,0,0,0,,0,0.87,0.83,0,,,,,,
3357513,2,2.0,0,0,0,0,0,0,0,0,0,,0,0.37,0.34,0,,,,,,
3362093,7,8.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.96,0,,,,,,
3400074,11,4.0,0,0,0,0,0,0,0,1,5,,0,0.73,0.78,0,,,,,,
3321612,3,2.0,0,1,3,5,1,1,5,7,0,,0,0.82,0.81,0,,,,,,
3350531,5246,8.0,4,0,0,0,36,94,178,242,34,,0,1.0,0.91,0,,,,,,
3427683,1,8.0,0,0,0,0,0,0,0,1,2,,0,0.66,0.81,0,,,,,,
3388648,10,8.0,0,6,13,18,1,4,12,28,7,,0,0.83,0.85,0,,,,,,
3343457,68,8.0,3,10,41,41,7,23,65,115,65,,0,0.79,0.87,0,,,,,,
3515363,7,2.0,0,2,4,6,1,2,5,5,0,,0,0.44,0.54,0,,,,,,
3465652,2,8.0,0,0,0,0,0,0,0,0,1,,0,0.25,0.31,0,,,,,,
3486486,9,9.0,0,7,14,21,3,10,13,22,2,,0,0.98,0.98,0,,,,,,
3494492,13,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3362188,5,2.0,0,0,0,0,0,0,0,0,0,,0,0.98,0.98,0,,,,,,
3334203,624,,0,0,0,0,0,0,0,0,1,,0,-99.0,-99.0,0,,,,,,
3422589,731,2.0,280,180,618,1050,88,268,500,787,136,,0,1.0,1.0,0,,,,,,
3477436,75,9.0,2,12,43,61,7,26,48,84,12,,0,0.85,0.82,0,,,,,,
3450670,102,12.0,15,38,97,161,28,105,215,328,31,,0,0.98,0.6,0,,,,,,
3290386,3,3.0,0,0,0,1,0,1,2,2,0,,0,0.99,0.99,0,,,,,,
3444563,300,4.0,0,0,0,0,0,10,110,130,0,,0,0.73,0.78,0,,,,,,
3405933,21,8.0,0,0,0,40,1,9,16,28,4,,0,0.91,0.85,0,,,,,,
3417208,10,4.0,0,0,3,6,0,1,7,11,0,,0,0.73,0.78,0,,,,,,
3370184,4139,2.0,800,7200,13600,20000,1843,5951,10968,18131,1078,,0,0.86,0.89,0,,,,,,
3354912,5,4.0,0,1,7,15,0,0,2,2,0,,0,0.89,0.9,0,,,,,,
3469790,26,8.0,0,14,45,52,0,2,26,52,3,,0,0.98,0.92,0,,,,,,
3471071,101,8.0,0,0,0,0,0,0,1,6,0,,0,0.84,0.82,0,,,,,,
3393897,24,8.0,21,30,55,65,3,11,37,81,3,,0,0.84,0.86,0,,,,,,
3346727,2,8.0,0,0,0,0,0,1,1,3,0,,0,0.97,0.98,0,,,,,,
3456309,33495,6.0,3600,90000,186480,280800,38163,133485,271389,409506,16908,,0,0.82,0.54,0,,,,,,
3463026,4,8.0,0,0,0,2,1,3,4,7,1,,0,0.83,0.85,0,,,,,,
3340496,12,2.0,0,10,20,40,3,10,19,25,4,,0,0.99,0.97,0,,,,,,
3517291,80,18.0,12,73,123,179,14,45,116,187,16,,0,0.97,0.93,0,,,,,,
3422858,50,8.0,0,0,0,0,0,0,5,5,0,,0,0.66,0.85,0,,,,,,
3319192,3,12.0,0,0,0,0,0,0,1,1,0,,0,0.92,0.94,0,,,,,,
3386401,210,8.0,55,492,1212,1656,161,621,1786,2854,148,,0,0.95,0.96,0,,,,,,
3446693,3,12.0,0,0,0,0,0,0,1,2,1,,0,0.97,0.98,0,,,,,,
3451696,9,2.0,0,12,21,35,1,7,15,25,0,,0,0.27,0.28,0,,,,,,
3472485,3,9.0,0,0,0,0,0,0,0,0,0,,0,0.7,0.66,0,,,,,,
3471210,133,52.0,0,100,100,100,6,13,26,40,99,,0,0.66,0.8,0,,,,,,
3367093,33,8.0,0,0,18,18,5,13,25,44,0,,0,0.78,0.75,0,,,,,,
3374583,0,2.0,0,4,4,4,0,0,0,0,1,,0,0.78,0.75,0,,,,,,
3459000,0,8.0,0,6,6,6,0,0,0,0,0,,0,0.99,0.94,0,,,,,,
3376062,3,12.0,0,0,0,0,0,0,0,0,0,,0,0.57,0.68,0,,,,,,
3473322,63,8.0,0,0,0,0,0,0,0,0,1,,0,0.97,0.98,0,,,,,,
3376452,4,2.0,0,0,0,0,0,0,0,0,0,,0,0.82,0.84,0,,,,,,
3358069,201,8.0,12,0,0,0,34,69,121,160,33,,0,0.0,0.33,0,,,,,,
3479097,17,9.0,0,0,0,0,0,0,0,0,0,,0,0.7,0.66,0,,,,,,
3518963,11,8.0,0,0,0,0,0,0,0,0,0,,0,0.15,0.1,0,,,,,,
3300414,5,9.0,0,0,2,5,0,1,5,7,0,,0,1.0,0.99,0,,,,,,
3433544,8,12.0,0,0,0,0,0,1,1,3,2,,0,0.93,0.95,0,,,,,,
3347329,0,2.0,8,0,0,0,0,1,1,1,0,,0,0.33,0.21,0,,,,,,
3374318,2,2.0,1,2,5,7,0,4,4,7,0,,0,0.83,0.85,0,,,,,,
3390661,195,8.0,0,216,408,600,56,213,426,635,80,,0,0.99,0.97,0,,,,,,
3355885,0,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3373859,33,8.0,0,82,152,187,4,23,61,112,1,,0,0.72,0.69,0,,,,,,
3378470,49,4.0,0,0,0,2,14,29,102,150,0,,0,0.73,0.78,0,,,,,,
3371218,6,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3416661,20,8.0,0,0,0,0,1,1,1,1,0,,0,0.83,0.85,0,,,,,,
3480258,0,0.0,0,3,6,9,0,3,4,6,1,,0,0.0,0.0,0,,,,,,
3454687,0,8.0,0,0,0,0,0,0,0,0,0,,0,0.74,0.63,0,,,,,,
3481693,7,9.0,0,0,1,2,0,0,3,6,3,,0,0.58,0.45,0,,,,,,
3311990,81,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3406338,62,2.0,0,0,0,0,1,1,9,10,0,,0,0.99,0.99,0,,,,,,
3413075,4900,8.0,0,0,3340,5010,520,1919,5849,9188,682,,0,0.95,0.95,0,,,,,,
3285037,1532,52.0,2,0,0,0,14,58,106,157,28,,0,0.73,0.93,0,,,,,,
3477608,32112,8.0,26,0,0,0,74,368,728,983,190,,0,0.8,0.78,0,,,,,,
3414645,59,8.0,0,0,22,44,7,18,40,88,33,,0,0.84,0.86,0,,,,,,
3422869,43,8.0,1,0,0,0,2,12,21,37,5,,0,1.0,1.0,0,,,,,,
3424284,0,2.0,0,8,8,8,0,0,0,0,0,,0,0.0,0.0,0,,,,,,
3514992,11,8.0,0,0,0,0,0,0,0,0,0,,0,0.68,0.49,0,,,,,,
3305519,5,8.0,0,0,0,0,0,0,0,0,2,,0,0.73,0.76,0,,,,,,
3316724,1061,,0,0,0,0,1,3,3,4,2,,0,-99.0,-99.0,0,,,,,,
3478872,55,0.0,0,0,0,0,1,30,35,321,3,,0,-99.0,0.0,0,,,,,,
3359689,0,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3344079,1,12.0,0,3,5,8,5,7,9,9,4,,0,0.84,0.86,0,,,,,,
3352826,8,2.0,0,0,0,0,0,0,0,0,1,,0,0.92,0.91,0,,,,,,
3443756,280,8.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.96,0,,,,,,
3398706,4,2.0,0,0,0,0,0,1,2,3,0,,0,0.97,0.93,0,,,,,,
3364190,161,52.0,0,0,0,0,2,2,2,3,1,,0,0.92,0.78,0,,,,,,
3514275,0,4.0,26,74,114,154,3,12,21,21,2,,0,0.22,0.15,0,,,,,,
3306216,9,8.0,0,0,3,3,1,4,10,16,0,,0,0.99,0.99,0,,,,,,
3394865,2,8.0,0,0,0,0,1,1,1,1,0,,0,0.97,0.97,0,,,,,,
3488799,0,8.0,0,8,16,20,0,4,7,12,2,,0,0.87,0.83,0,,,,,,
3465119,264,12.0,0,0,0,0,0,0,0,0,2,,0,0.98,0.98,0,,,,,,
3322987,64,2.0,0,0,0,0,4,5,7,7,0,,0,1.0,0.99,0,,,,,,
3336203,1455,2.0,44,1002,1974,2961,605,1247,2276,3693,339,,0,0.98,0.91,0,,,,,,
3427428,0,2.0,0,3,3,3,0,0,0,0,0,,0,0.54,0.56,0,,,,,,
3383441,8,8.0,0,0,0,0,0,0,0,1,0,,0,0.82,0.84,0,,,,,,
3393450,1,8.0,0,0,0,0,0,0,0,0,1,,0,0.9,0.78,0,,,,,,
3362035,17,12.0,0,0,0,0,1,1,4,6,0,,0,0.73,0.79,0,,,,,,
3381387,20,12.0,0,0,0,0,0,0,0,0,1,,0,0.48,0.48,0,,,,,,
3350448,0,8.0,0,0,0,0,0,0,0,0,0,,0,0.83,0.91,0,,,,,,
3344680,13,12.0,0,0,0,0,0,0,0,0,1,,0,0.48,0.48,0,,,,,,
3381058,120,,4,0,0,0,21,73,138,217,33,,0,-99.0,-99.0,0,,,,,,
3396448,9,8.0,0,13,13,23,3,10,18,28,0,,0,0.93,0.96,0,,,,,,
3496006,10,2.0,0,0,0,0,0,1,4,7,0,,0,0.83,0.69,0,,,,,,
3458118,89,8.0,0,0,0,0,7,17,39,63,0,,0,0.72,0.63,0,,,,,,
3403938,67,2.0,0,0,0,0,2,3,4,8,0,,0,1.0,0.91,0,,,,,,
3444213,2,12.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.79,0,,,,,,
3460753,13,12.0,0,0,0,0,0,0,0,0,1,,0,0.48,0.48,0,,,,,,
3336739,13,8.0,0,0,0,0,0,0,0,0,0,,0,0.18,0.33,0,,,,,,
3511329,208,8.0,206,340,816,1292,103,355,816,1241,132,,0,0.93,0.89,0,,,,,,
3448080,5,8.0,0,0,0,0,0,0,0,0,2,,0,0.98,0.93,0,,,,,,
3355842,11,2.0,0,0,0,0,0,0,0,0,0,,0,0.78,0.75,0,,,,,,
3360372,21,8.0,0,0,11,22,1,6,19,31,2,,0,1.0,1.0,0,,,,,,
3475056,128,,0,0,0,0,0,0,0,2,0,,0,-99.0,-99.0,0,,,,,,
3485072,12,2.0,0,0,0,0,0,1,1,1,0,,0,0.98,0.98,0,,,,,,
3363357,0,2.0,0,4,12,12,0,0,0,0,0,,0,0.98,0.93,0,,,,,,
3332471,228,8.0,8,0,100,100,20,83,178,332,40,,0,0.99,0.99,0,,,,,,
3441756,59,8.0,0,0,0,0,3,11,29,67,1,,0,0.99,0.97,0,,,,,,
3429853,736,8.0,17,0,0,0,30,91,172,327,47,,0,0.95,0.97,0,,,,,,
3454760,7,4.0,0,0,0,0,0,0,1,1,1,,0,0.73,0.78,0,,,,,,
3518037,9,12.0,0,0,0,0,0,0,0,0,0,,0,0.89,0.89,0,,,,,,
3420229,245,8.0,0,0,0,0,0,2,2,4,0,,0,0.98,0.99,0,,,,,,
3492601,18,8.0,0,0,0,0,0,0,0,0,0,,0,0.84,0.86,0,,,,,,
3347952,176,11.0,24,403,805,1231,103,448,816,1174,122,,0,0.85,0.8,0,,,,,,
3319303,393,8.0,0,0,0,0,6,143,285,308,42,,0,0.95,0.92,0,,,,,,
3321441,133,2.0,0,0,0,825,6,26,66,107,6,,0,0.98,0.98,0,,,,,,
3371357,9,9.0,0,0,0,0,0,0,0,0,0,,0,0.93,0.78,0,,,,,,
3355049,2,4.0,0,1,1,1,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3414094,95,8.0,0,0,0,0,0,0,5,6,3,,0,-99.0,0.5,0,,,,,,
3312599,0,8.0,0,0,0,0,0,0,0,0,0,,0,1.0,0.98,0,,,,,,
3434284,46,4.0,0,0,0,0,1,4,5,5,0,,0,0.73,0.78,0,,,,,,
3337077,5,8.0,0,9,21,29,1,6,13,19,0,,0,0.41,0.46,0,,,,,,
3313390,489,8.0,52,0,0,114,31,131,271,424,92,,0,1.0,0.97,0,,,,,,
3485502,24,8.0,0,60,90,120,12,39,76,119,12,,0,0.99,0.98,0,,,,,,
3363692,547,,0,0,0,0,0,0,12,22,7,,0,-99.0,-99.0,0,,,,,,
3394479,1,8.0,0,0,0,0,0,0,0,0,1,,0,0.94,0.8,0,,,,,,
3401137,2755,8.0,0,0,0,0,0,0,0,0,7,,0,0.88,0.9,0,,,,,,
3366963,2,12.0,0,0,0,0,0,0,0,0,1,,0,0.73,0.79,0,,,,,,
3321910,5,4.0,1,0,0,1,1,1,4,8,0,,0,0.73,0.78,0,,,,,,
3368464,3,8.0,0,0,0,0,0,0,0,0,0,,0,0.82,0.81,0,,,,,,
3331583,83,8.0,48,44,137,216,23,77,193,300,88,,7,0.16,0.1,0,,,,,,
3509420,2,8.0,0,0,0,0,0,0,0,0,1,,0,0.37,0.34,0,,,,,,
3507497,7,8.0,0,0,0,0,0,1,1,4,0,,0,0.91,0.95,0,,,,,,
3323837,34,8.0,0,0,0,0,0,0,0,0,1,,0,0.81,0.78,0,,,,,,
3502624,27,2.0,0,0,0,0,0,0,0,0,0,,0,0.83,0.69,0,,,,,,
3429517,8,4.0,0,0,0,0,1,1,1,4,0,,0,0.73,0.78,0,,,,,,
3438016,10,12.0,0,0,0,0,0,0,0,0,1,,0,0.48,0.48,0,,,,,,
3452026,5,2.0,0,0,0,0,2,3,4,4,0,,0,0.95,0.96,0,,,,,,
3307363,20,2.0,0,0,24,24,2,7,13,26,0,,0,0.73,0.76,0,,,,,,
3338018,11,4.0,0,0,0,0,0,0,0,2,0,,0,0.73,0.78,0,,,,,,
3404096,1010,8.0,574,0,90,370,342,902,1716,2793,129,,0,0.0,0.0,0,,,,,,
3508637,4,8.0,0,0,0,0,0,1,1,2,1,,0,1.0,0.99,0,,,,,,
3285576,272,52.0,0,0,0,0,3,19,31,46,16,,0,0.88,0.94,0,,,,,,
3491916,4,8.0,8,0,12,20,1,6,19,30,3,,0,0.96,0.96,0,,,,,,
3469123,20,12.0,0,0,0,0,0,0,0,0,1,,0,0.48,0.48,0,,,,,,
3354866,561,2.0,0,0,0,0,7,34,93,152,9,,0,0.75,0.8,0,,,,,,
3499640,10,8.0,0,0,0,0,0,0,1,3,2,,0,0.94,0.8,0,,,,,,
3524955,15,2.0,0,10,10,10,0,0,0,0,2,,0,0.98,0.93,0,,,,,,
3295409,52,8.0,0,73,123,123,11,42,86,126,12,,0,0.76,0.84,0,,,,,,
3419453,6,12.0,0,12,12,20,9,12,20,25,0,,0,0.73,0.79,0,,,,,,
3333627,7,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3468233,48,8.0,0,176,176,352,32,96,160,272,80,,0,0.88,0.79,0,,,,,,
3451274,3,16.0,1,1,1,3,0,1,3,5,2,,0,0.66,0.64,0,,,,,,
3307562,12,2.0,0,6,18,24,0,5,5,5,0,,0,0.88,0.83,0,,,,,,
3518524,20,8.0,0,0,0,0,0,0,0,0,0,,0,0.96,0.9,0,,,,,,
3467478,14,,2,0,0,0,0,1,4,5,3,,0,-99.0,-99.0,0,,,,,,
3313426,491,13.0,0,0,0,0,17,66,135,197,37,,0,0.95,0.97,0,,,,,,
3389639,13,3.0,0,24,48,72,5,23,44,84,5,,0,0.98,0.99,0,,,,,,
3469475,11,8.0,0,14,41,70,6,21,49,83,3,,0,0.12,0.1,0,,,,,,
3355844,1,12.0,0,4,7,7,1,1,1,1,0,,0,0.73,0.79,0,,,,,,
3357919,689,,0,0,0,0,1,9,40,61,2,,0,-99.0,-99.0,0,,,,,,
3316931,27,8.0,0,0,0,0,0,0,3,9,3,,0,0.94,0.8,0,,,,,,
3371394,529,8.0,0,0,0,0,3,7,12,13,0,,0,0.79,0.87,0,,,,,,
3304452,47,2.0,0,0,0,0,0,1,2,3,0,,0,0.0,0.0,0,,,,,,
3490049,14,4.0,0,0,0,0,0,0,5,5,0,,0,0.73,0.78,0,,,,,,
3329785,10,9.0,0,0,0,0,0,0,21,22,3,,0,0.7,0.66,0,,,,,,
3454789,385,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3429567,115,8.0,0,0,0,0,0,0,0,0,0,,0,0.95,0.97,0,,,,,,
3410781,45,8.0,0,0,0,0,1,1,1,1,0,,0,0.68,0.75,0,,,,,,
3290690,22,,0,0,0,0,0,0,0,0,0,,0,-99.0,-99.0,0,,,,,,
3348541,28,12.0,0,0,0,0,0,0,1,1,0,,0,0.73,0.79,0,,,,,,
3295886,0,8.0,0,1,1,1,0,0,0,0,1,,0,0.1,0.11,0,,,,,,
3474238,85,8.0,0,0,0,0,0,0,0,0,0,,0,0.95,0.95,0,,,,,,
3420544,9,10.0,0,0,0,0,0,0,1,1,0,,0,0.89,0.9,0,,,,,,
3397380,491,8.0,0,0,0,500,46,160,322,491,69,,0,1.0,0.93,0,,,,,,
3313428,32,15.0,0,0,0,0,0,0,0,0,0,,0,0.78,0.75,0,,,,,,
3404407,10,12.0,0,0,0,0,0,0,0,0,1,,0,0.94,0.87,0,,,,,,
3492834,198,4.0,24,0,0,15,89,205,418,700,58,,0,0.73,0.78,0,,,,,,
3461530,107,52.0,0,0,0,0,1,2,11,22,10,,0,0.27,0.28,0,,,,,,
3490008,2831,2.0,0,0,0,0,6,15,74,118,4,,0,-99.0,-99.0,0,,,,,,
3472474,3,2.0,0,0,0,0,0,1,1,1,0,,0,1.0,0.99,0,,,,,,
3477177,24,2.0,0,0,20,20,5,18,26,34,0,,0,0.99,0.93,0,,,,,,
3520044,13,30.0,0,0,0,15,0,2,12,19,0,,0,0.83,0.92,0,,,,,,
3442518,9,2.0,0,0,0,0,0,1,1,3,0,,0,0.73,0.36,0,,,,,,
3323411,26,2.0,0,0,0,0,0,0,1,1,0,,0,0.95,0.87,0,,,,,,
3313889,39,8.0,2,83,151,202,20,62,126,217,15,,0,0.99,0.99,0,,,,,,
3296969,10,2.0,0,0,0,0,0,0,1,1,1,,0,1.0,0.32,0,,,,,,
3394101,4,8.0,0,0,0,0,0,0,0,0,0,,0,0.1,0.11,0,,,,,,
3351278,23,8.0,0,0,0,0,0,2,4,4,0,,0,0.77,0.81,0,,,,,,
3341293,31,8.0,2,96,150,202,16,44,99,156,29,,0,0.41,0.46,0,,,,,,
3393077,11,4.0,4,0,0,0,0,0,0,0,0,,0,0.22,0.15,0,,,,,,
3447819,2,8.0,0,0,0,0,0,0,0,0,0,,0,0.82,0.84,0,,,,,,
3453648,9,12.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.79,0,,,,,,
3496106,2,8.0,0,6,9,12,2,7,11,17,19,,0,0.92,0.96,0,,,,,,
3421132,9,8.0,0,20,20,20,0,3,9,12,4,,0,0.78,0.86,0,,,,,,
3459458,11,3.0,0,0,0,0,0,0,0,1,0,,0,0.89,0.9,0,,,,,,
3381978,3,8.0,0,0,0,0,0,0,1,2,2,,0,-99.0,-99.0,0,,,,,,
3515622,134,8.0,0,0,0,0,7,18,43,70,0,,0,0.95,0.95,0,,,,,,
3303972,4,4.0,11,0,6,12,1,6,11,20,0,,0,0.73,0.78,0,,,,,,
3374657,2,8.0,0,0,0,0,3,3,3,3,0,,0,0.98,0.98,0,,,,,,
3445279,5,4.0,0,0,0,0,0,0,0,0,0,,0,0.73,0.78,0,,,,,,
3305504,2288,2.0,37,0,0,0,59,194,363,542,176,,0,0.67,0.69,0,,,,,,
3293273,127,4.0,0,0,0,0,0,0,0,0,1,,0,0.73,0.78,0,,,,,,
3388474,60,9.0,4,72,132,192,28,85,171,250,35,,0,0.99,0.99,0,,,,,,
3339398,86,8.0,1,0,0,0,4,16,24,39,3,,0,0.99,0.99,0,,,,,,
3340750,11,0.0,0,0,0,0,0,0,0,1,1,,0,0.0,0.0,0,,,,,,
3360033,48,8.0,0,0,15,15,7,23,45,82,0,,0,0.99,0.99,0,,,,,,
3503757,7,8.0,0,0,0,0,0,0,0,2,0,,0,0.82,0.84,0,,,,,,
3347982,619,8.0,194,380,1020,1560,120,452,1496,2218,286,,0,0.96,0.96,0,,,,,,
3340247,14,8.0,0,0,0,0,1,4,6,15,0,,0,0.87,0.88,0,,,,,,
3425878,4,8.0,0,0,0,0,0,0,0,0,0,,0,0.99,0.99,0,,,,,,
3420116,54,,0,0,0,0,0,1,1,8,0,,0,-99.0,-99.0,0,,,,,,
3479824,3,8.0,0,0,0,0,0,0,0,0,1,,0,0.1,0.11,0,,,,,,
3479565,1,,0,0,0,0,0,0,0,1,3,,0,-99.0,-99.0,0,,,,,,
3390296,17,2.0,0,0,0,0,0,0,1,2,1,,0,0.85,0.83,0,,,,,,
3379349,46,,0,0,0,0,1,3,3,3,0,,0,-99.0,-99.0,0,,,,,,
3298510,8,9.0,0,0,0,0,1,1,1,1,0,,0,0.7,0.77,0,,,,,,
3395612,26,8.0,0,0,30,30,3,12,33,55,19,,0,0.99,0.99,0,,,,,,
3388824,4,,0,0,0,0,0,1,1,1,1,,0,-99.0,-99.0,0,,,,,,
3521515,7,8.0,0,0,0,0,0,0,2,2,0,,0,0.91,0.86,0,,,,,,
3383235,0,2.0,8,40,56,72,18,30,36,41,4,,0,0.87,0.9,0,,,,,,
3487764,80,4.0,0,0,0,0,0,0,0,0,1,,0,0.57,0.68,0,,,,,,
3431928,204,8.0,25,362,478,623,55,188,375,606,154,,38,0.78,0.71,0,,,,,,
3420918,10,12.0,0,0,0,0,0,3,6,8,1,,0,0.9,0.94,0,,,,,,
3344582,20,2.0,0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0,,,,,,
3300790,32,14.0,0,0,0,0,0,0,0,0,1,,0,0.99,0.99,0,,,,,,
3380564,8,2.0,0,0,0,0,0,0,0,1,1,,0,0.79,0.9,0,,,,,,
3490459,39,2.0,0,0,0,0,2,2,2,2,2,,0,0.85,0.83,0,,,,,,
